 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
49666,30318756,13,8,1184,1552,224,0,91.07692308,98.87151725,344,0,194,156.9276448,90.24116953,0.692640556,1515937.8,6734333.926,30100000,1,30300000,2526563,8691861.284,30100000,1,1276,182.2857143,248.750688,666,3,0,0,0,0,284,184,0.428777487,0.263863069,0,344,124.3636364,130.6312678,17064.52814,0,0,0,1,0,0,0,0,0,130.2857143,91.07692308,194,284,0,0,0,0,0,0,13,1184,8,1552,8192,2051,11,20,0,0,0,0,0,0,0,0
53,162,2,2,86,208,43,43,43,0,104,104,104,0,1814814.815,24691.35802,54,53.6749476,110,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,12345.67901,12345.67901,43,104,67.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,84.25,43,104,40,0,0,0,0,0,0,2,86,2,208,-1,-1,1,20,0,0,0,0,0,0,0,0
53,3917408,6,6,216,582,36,36,36,0,97,97,97,0,203.706124,3.063249986,356128,494875.2811,1013989,1,2027858,405571.6,555347.2226,1013989,3,906355,181271,405296.825,906288,1,0,0,0,0,120,120,1.531624993,1.531624993,36,97,64.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,69.5,36,97,120,0,0,0,0,0,0,6,216,6,582,-1,-1,5,20,0,0,0,0,0,0,0,0
53,216,2,2,162,262,81,81,81,0,131,131,131,0,1962962.963,18518.51852,72,117.7794549,208,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,9259.259259,9259.259259,81,131,101,27.38612788,750,0,0,0,0,0,0,0,0,1,126.25,81,131,40,0,0,0,0,0,0,2,162,2,262,-1,-1,1,20,0,0,0,0,0,0,0,0
88,69,1,4,6,24,6,6,6,0,6,6,6,0,434782.6087,72463.76812,17.25,33.17001658,67,0,0,0,0,0,0,2,0.666666667,0.577350269,1,0,0,0,0,0,20,80,14492.75362,57971.01449,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
88,71,1,4,6,24,6,6,6,0,6,6,6,0,422535.2113,70422.53521,17.75,34.16991854,69,0,0,0,0,0,0,2,0.666666667,0.577350269,1,0,0,0,0,0,20,80,14084.50704,56338.02817,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
88,52,1,4,6,24,6,6,6,0,6,6,6,0,576923.0769,96153.84615,13,23.33809475,48,1,0,0,0,0,0,50,16.66666667,27.13546265,48,1,0,0,0,0,20,80,19230.76923,76923.07692,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0
88,73,1,4,6,24,6,6,6,0,6,6,6,0,410958.9041,68493.15068,18.25,34.5,70,1,0,0,0,0,0,72,24,39.83716857,70,1,0,0,0,0,20,80,13698.63014,54794.52055,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
49169,2,3,0,18,0,6,6,6,0,0,0,0,0,9000000,1500000,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,0,1500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2053,-1,2,20,0,0,0,0,0,0,0,0
49175,2,3,0,18,0,6,6,6,0,0,0,0,0,9000000,1500000,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,0,1500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2053,-1,2,20,0,0,0,0,0,0,0,0
49174,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,1,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0
49170,2,3,0,18,0,6,6,6,0,0,0,0,0,9000000,1500000,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,0,1500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2053,-1,2,20,0,0,0,0,0,0,0,0
53,185,2,2,148,270,74,74,74,0,135,135,135,0,2259459.459,21621.62162,61.66666667,66.56074919,134,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10810.81081,10810.81081,74,135,98.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,123,74,135,40,0,0,0,0,0,0,2,148,2,270,-1,-1,1,20,0,0,0,0,0,0,0,0
53,175,2,2,142,242,71,71,71,0,121,121,121,0,2194285.714,22857.14286,58.33333333,96.70746266,170,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,11428.57143,11428.57143,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0
389,143,2,2,328,326,164,164,164,0,163,163,163,0,4573426.573,27972.02797,47.66666667,43.01550108,90,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,40,13986.01399,13986.01399,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164,163,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0
389,136,2,2,328,326,164,164,164,0,163,163,163,0,4808823.529,29411.76471,45.33333333,73.32348419,130,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,14705.88235,14705.88235,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164,163,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0
389,28,1,4,6,24,6,6,6,0,6,6,6,0,1071428.571,178571.4286,7,10.70825227,23,1,0,0,0,0,0,5,1.666666667,1.154700538,3,1,0,0,0,0,20,80,35714.28571,142857.1429,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0
389,18,1,4,6,24,6,6,6,0,6,6,6,0,1666666.667,277777.7778,4.5,5.744562647,13,1,0,0,0,0,0,5,1.666666667,1.154700538,3,1,0,0,0,0,20,80,55555.55556,222222.2222,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,254,0,0,20,0,0,0,0,0,0,0,0
88,34,1,4,6,24,6,6,6,0,6,6,6,0,882352.9412,147058.8235,8.5,13.69914839,29,1,0,0,0,0,0,5,1.666666667,1.154700538,3,1,0,0,0,0,20,80,29411.76471,117647.0588,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0
88,25,1,4,6,24,6,6,6,0,6,6,6,0,1200000,200000,6.25,10.5,22,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,20,80,40000,160000,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
389,114,2,2,414,326,207,207,207,0,163,163,163,0,6491228.07,35087.7193,38,59.75784467,107,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,17543.85965,17543.85965,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,40,0,0,0,0,0,0,2,414,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0
88,1188,9,6,3186,3184,1593,0,354,702.4469731,1592,0,530.6666667,822.105265,5361952.862,12626.26263,84.85714286,219.1612884,843,0,1188,148.5,312.6979373,920,0,1042,208.4,359.2642482,843,3,0,0,0,0,304,208,7575.757576,5050.505051,0,1593,398.125,712.1876976,507211.3167,0,0,0,1,0,0,0,0,0,424.6666667,354,530.6666667,304,0,0,0,0,0,0,9,3186,6,3184,29200,2081,2,32,0,0,0,0,0,0,0,0
123,64738045,4,4,192,192,48,48,48,0,48,48,48,0,5.9315971,0.12357494,9248292.143,24500000,64700000,3,64700000,21600000,37400000,64700000,3,64700000,21600000,37400000,64700000,3,0,0,0,0,80,80,0.06178747,0.06178747,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,109,0,109,109,64700000,0,64700000,64700000
53,139,2,2,88,188,44,44,44,0,94,94,94,0,1985611.511,28776.97842,46.33333333,75.92320682,134,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,14388.48921,14388.48921,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,182,2,2,64,96,32,32,32,0,48,48,48,0,879120.8791,21978.02198,60.66666667,99.01683359,175,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,10989.01099,10989.01099,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0
88,682,2,2,512,2836,256,256,256,0,1418,1418,1418,0,4909090.909,5865.102639,227.3333333,350.3089113,631,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,2932.55132,2932.55132,256,1418,720.8,636.4536118,405073.2,0,0,0,0,0,0,0,0,1,901,256,1418,64,0,0,0,0,0,0,2,512,2,2836,-1,-1,1,32,0,0,0,0,0,0,0,0
53,172,2,2,64,96,32,32,32,0,48,48,48,0,930232.5581,23255.81395,57.33333333,93.24340906,165,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11627.90698,11627.90698,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0
53,177,2,2,64,158,32,32,32,0,79,79,79,0,1254237.288,22598.87006,59,100.4589468,175,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11299.43503,11299.43503,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0
88,87,1,4,0,12,0,0,0,0,6,0,3,3.464101615,137931.0345,57471.26437,21.75,33.97425496,72,1,0,0,0,0,0,74,24.66666667,40.99186911,72,1,0,0,0,0,32,104,11494.25287,45977.01149,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0
53,241,2,2,64,158,32,32,32,0,79,79,79,0,921161.8257,16597.51037,80.33333333,137.4093641,239,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8298.755187,8298.755187,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0
53,173,2,2,88,188,44,44,44,0,94,94,94,0,1595375.723,23121.38728,57.66666667,93.82075108,166,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11560.69364,11560.69364,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,173,2,2,64,96,32,32,32,0,48,48,48,0,924855.4913,23121.38728,57.66666667,93.82075108,166,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11560.69364,11560.69364,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0
88,373,2,2,364,358,182,182,182,0,179,179,179,0,1935656.836,10723.86059,124.3333333,209.2900698,366,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,5361.930295,5361.930295,179,182,180.8,1.643167673,2.7,0,0,0,0,0,0,0,0,1,226,182,179,64,0,0,0,0,0,0,2,364,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0
53,165,2,2,102,224,51,51,51,0,112,112,112,0,1975757.576,24242.42424,55,55.24490927,113,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,12121.21212,12121.21212,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0
53,168,2,2,88,188,44,44,44,0,94,94,94,0,1642857.143,23809.52381,56,90.93404203,161,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11904.7619,11904.7619,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,184,2,2,64,158,32,32,32,0,79,79,79,0,1206521.739,21739.13043,61.33333333,104.5003987,182,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,10869.56522,10869.56522,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0
53,163,2,2,88,188,44,44,44,0,94,94,94,0,1693251.534,24539.8773,54.33333333,88.91194146,157,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12269.93865,12269.93865,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,213,2,2,88,188,44,44,44,0,94,94,94,0,1295774.648,18779.34272,71,117.7794549,207,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,9389.671362,9389.671362,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,173,2,2,88,188,44,44,44,0,94,94,94,0,1595375.723,23121.38728,57.66666667,93.82075108,166,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,11560.69364,11560.69364,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,301,2,2,102,224,51,51,51,0,112,112,112,0,1083056.478,13289.03654,100.3333333,91.27065976,184,3,3,3,0,3,3,184,184,0,184,184,0,0,0,0,64,64,6644.518272,6644.518272,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0
53,166,2,2,64,96,32,32,32,0,48,48,48,0,963855.4217,24096.38554,55.33333333,90.64399226,160,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12048.19277,12048.19277,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0
88,1113,2,2,2944,674,1472,1472,1472,0,337,337,337,0,3250673.854,3593.890386,371,635.663433,1105,3,5,5,0,5,5,3,3,0,3,3,0,0,0,0,64,64,1796.945193,1796.945193,337,1472,1018,621.6651028,386467.5,0,0,0,0,0,0,0,0,1,1272.5,1472,337,64,0,0,0,0,0,0,2,2944,2,674,-1,-1,1,32,0,0,0,0,0,0,0,0
53,247,2,2,88,188,44,44,44,0,94,94,94,0,1117408.907,16194.33198,82.33333333,136.5442541,240,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,8097.165992,8097.165992,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0
53,183,2,2,64,158,32,32,32,0,79,79,79,0,1213114.754,21857.9235,61,103.058236,180,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,64,64,10928.96175,10928.96175,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0
53,183,2,2,102,224,51,51,51,0,112,112,112,0,1781420.765,21857.9235,61,100.4589468,177,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10928.96175,10928.96175,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0
53,181,2,2,102,224,51,51,51,0,112,112,112,0,1801104.972,22099.44751,60.33333333,97.57219549,173,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11049.72376,11049.72376,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0
123,66022385,7,7,336,336,48,48,48,0,48,48,48,0,10.17836602,0.212049292,5078645,15300000,56000000,22378,66000000,11000000,22000000,56000000,1999929,66000000,11000000,22000000,56000000,1999778,0,0,0,0,140,140,0.106024646,0.106024646,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,140,0,0,0,0,0,0,7,336,7,336,-1,-1,6,20,10000000,0,10000000,10000000,56000000,0,56000000,56000000
389,21,1,4,6,24,6,6,6,0,6,6,6,0,1428571.429,238095.2381,5.25,7.365459931,16,0,0,0,0,0,0,5,1.666666667,2.081665999,4,0,0,0,0,0,20,80,47619.04762,190476.1905,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
5355,108288,22,0,528,0,24,24,24,0,0,0,0,0,4875.886525,203.1619385,5156.571429,23623.96332,108260,1,108288,5156.571429,23623.96332,108260,1,0,0,0,0,0,0,0,0,0,440,0,203.1619385,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,25.09090909,24,0,440,0,0,0,0,0,0,22,528,0,0,-1,-1,21,20,0,0,0,0,0,0,0,0
88,538,7,4,486,444,234,0,69.42857143,112.4557056,222,0,111,128.1717598,1728624.535,20446.09665,53.8,108.4802081,356,1,538,89.66666667,158.5870949,407,1,432,144,244.2191639,426,3,0,0,0,0,164,104,13011.15242,7434.944238,0,234,77.5,111.2380739,12373.90909,0,0,0,1,0,0,0,0,0,84.54545455,69.42857143,111,164,0,0,0,0,0,0,7,486,4,444,8192,2053,5,20,0,0,0,0,0,0,0,0
88,849,9,4,658,3112,314,0,73.11111111,136.5946965,1556,0,778,898.3570189,4440518.257,15312.13192,70.75,180.4051627,640,1,849,106.125,221.8161642,652,1,749,249.6666667,387.1903064,696,4,0,0,0,0,204,104,10600.70671,4711.425206,0,1556,269.2857143,556.3920074,309572.0659,0,0,0,1,0,0,0,0,0,290,73.11111111,778,204,0,0,0,0,0,0,9,658,4,3112,8192,2053,7,20,0,0,0,0,0,0,0,0
88,997,9,7,3142,3056,1556,0,349.1111111,684.2463819,1519,0,436.5714286,739.4443538,6216649.95,16048.14443,66.46666667,172.6469836,687,1,997,124.625,258.7204434,761,1,971,161.8333333,257.8793646,687,48,0,0,0,0,204,164,9027.081244,7021.06319,0,1556,364.5882353,670.7069087,449847.7574,0,0,0,1,0,0,0,0,0,387.375,349.1111111,436.5714286,204,0,0,0,0,0,0,9,3142,7,3056,8192,2053,7,20,0,0,0,0,0,0,0,0
88,1068,9,6,3206,3106,1588,0,356.2222222,698.3569606,1547,0,517.6666667,797.3226867,5910112.36,14044.94382,76.28571429,197.2840313,758,1,1068,133.5,286.4282508,839,1,952,190.4,321.9103913,758,4,0,0,0,0,204,144,8426.966292,5617.977528,0,1588,394.5,699.5271736,489338.2667,0,0,0,1,0,0,0,0,0,420.8,356.2222222,517.6666667,204,0,0,0,0,0,0,9,3206,6,3106,8192,2053,7,20,0,0,0,0,0,0,0,0
53,230,2,2,142,242,71,71,71,0,121,121,121,0,1669565.217,17391.30435,76.66666667,90.47283202,178,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,8695.652174,8695.652174,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0
137,19188074,195,0,9750,0,50,50,50,0,0,0,0,0,508.1281217,10.16256243,98907.59794,530581.8323,6832819,1,19200000,98907.59794,530581.8323,6832819,1,0,0,0,0,0,0,0,0,0,4032,0,10.16256243,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,50.25641026,50,0,4032,0,0,0,0,0,0,195,9750,0,0,-1,-1,194,20,6177633,0,6177633,6177633,6832819,0,6832819,6832819
53,4451701,6,6,216,582,36,36,36,0,97,97,97,0,179.2573221,2.695598828,404700.0909,474017.8767,1000044,3,1995731,399146.2,546551.5156,1000044,3,1813349,362669.8,496603.9476,908653,3,0,0,0,0,120,120,1.347799414,1.347799414,36,97,64.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,69.5,36,97,120,0,0,0,0,0,0,6,216,6,582,-1,-1,5,20,0,0,0,0,0,0,0,0
389,22887,22,21,5812,7104,1708,0,264.1818182,478.9517956,2634,0,338.2857143,647.3378672,564337.8337,1878.795823,544.9285714,2666.753424,17298,2,22835,1087.380952,3786.227429,17456,3,22832,1141.6,3855.118954,17395,2,0,0,0,0,464,444,961.2443745,917.5514484,0,2634,293.5454545,557.0977725,310357.9281,0,0,0,1,0,0,0,0,0,300.372093,264.1818182,338.2857143,464,0,0,0,0,0,0,22,5812,21,7104,8192,0,20,20,0,0,0,0,0,0,0,0
389,10323,12,12,5814,964,1708,0,484.5,682.6000426,210,0,80.33333333,96.10915512,656592.0759,2324.905551,448.826087,1239.916407,5073,3,10302,936.5454545,1734.932642,5142,3,10286,935.0909091,1792.401208,5303,3,0,0,0,0,264,264,1162.452775,1162.452775,0,1708,271.12,511.6823005,261818.7767,0,0,0,1,0,0,0,0,1,282.4166667,484.5,80.33333333,264,0,0,0,0,0,0,12,5814,12,964,8192,0,10,20,0,0,0,0,0,0,0,0
389,144,2,2,414,326,207,207,207,0,163,163,163,0,5138888.889,27777.77778,48,45,93,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,13888.88889,13888.88889,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,40,0,0,0,0,0,0,2,414,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0
88,89,1,4,6,24,6,6,6,0,6,6,6,0,337078.6517,56179.77528,22.25,32.18048063,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,11235.95506,44943.82022,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
88,54,1,3,6,18,6,6,6,0,6,6,6,0,444444.4444,74074.07407,18,29.44486373,52,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20,60,18518.51852,55555.55556,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,256,0,0,20,0,0,0,0,0,0,0,0
88,73,1,4,6,24,6,6,6,0,6,6,6,0,410958.9041,68493.15068,18.25,33.83661725,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,13698.63014,54794.52055,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0
88,61,1,4,6,24,6,6,6,0,6,6,6,0,491803.2787,81967.21311,15.25,21.79258284,47,1,0,0,0,0,0,49,16.33333333,26.55811238,47,1,0,0,0,0,20,80,16393.44262,65573.77049,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0
389,6062877,22,15,5814,9256,1684,0,264.2727273,495.7528361,2634,0,617.0666667,781.4038161,2485.618626,6.102713283,168413.25,701042.387,4033157,2,6062799,288704.7143,907522.7673,4033157,3,6062838,433059.8571,1115470.16,4088169,2,0,0,0,0,464,324,3.62864033,2.474072952,0,2634,396.5789474,636.3128855,404894.0882,0,0,0,1,0,0,0,0,0,407.2972973,264.2727273,617.0666667,464,0,0,0,0,0,0,22,5814,15,9256,8192,0,20,20,0,0,0,0,0,0,0,0
389,3638537,14,12,4176,1044,1684,0,298.2857143,591.7199739,210,0,87,89.21475622,1434.64255,7.145729176,145541.48,714458.0949,3574438,1,3638434,279879.5385,990036.1965,3574438,1,3638535,330775.9091,1096166.824,3635843,3,0,0,0,0,304,264,3.847700326,3.298028851,0,1684,193.3333333,437.0594045,191020.9231,0,0,0,1,0,0,0,0,0,200.7692308,298.2857143,87,304,0,0,0,0,0,0,14,4176,12,1044,8192,0,12,20,0,0,0,0,0,0,0,0
123,64036560,2,2,96,96,48,48,48,0,48,48,48,0,2.998287228,0.062464317,21300000,36900000,64000000,36614,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,40,40,0.031232159,0.031232159,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,36807,0,36807,36807,64000000,0,64000000,64000000
53,215,2,2,80,212,40,40,40,0,106,106,106,0,1358139.535,18604.65116,71.66666667,118.0691888,208,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,9302.325581,9302.325581,40,106,66.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,83,40,106,40,0,0,0,0,0,0,2,80,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0
